skin_tone,nail_shape,nail_length,style_preference,occasion,recommended_design
warm,almond,short,bold,party,Glitter Gold
cool,stiletto,short,classic,wedding,Korean Pink
warm,squoval,short,classic,wedding,French Classic
neutral,almond,long,minimal,work,Minimal Nude
warm,round,short,minimal,party,Minimal Nude
warm,oval,long,minimal,work,Minimal Nude
cool,coffin,long,minimal,work,Minimal Nude
cool,squoval,short,minimal,daily,Minimal Nude
neutral,almond,long,minimal,party,Terracotta Swirl
cool,coffin,medium,minimal,party,Berry Jelly
cool,round,short,classic,daily,French Classic
cool,oval,long,bold,wedding,Marble
cool,round,long,minimal,party,Marble
cool,coffin,short,minimal,party,Korean Pink
neutral,coffin,medium,classic,wedding,Korean Pink
cool,squoval,medium,minimal,wedding,Korean Pink
warm,stiletto,medium,minimal,daily,Minimal Nude
warm,coffin,medium,minimal,date,Minimal Nude
cool,coffin,medium,classic,party,Korean Pink
cool,almond,medium,classic,wedding,Korean Pink
neutral,almond,short,minimal,date,Minimal Nude
neutral,coffin,long,bold,party,Terracotta Swirl
neutral,coffin,medium,bold,daily,Cat Eye
neutral,almond,medium,minimal,date,Minimal Nude
cool,stiletto,medium,minimal,wedding,Korean Pink
neutral,oval,short,classic,party,French Classic
warm,oval,long,minimal,date,Minimal Nude
cool,round,short,minimal,work,Minimal Nude
neutral,coffin,long,bold,daily,Terracotta Swirl
warm,square,long,classic,date,Korean Pink
warm,square,short,minimal,daily,Minimal Nude
cool,squoval,long,bold,work,Cat Eye
warm,stiletto,long,bold,wedding,Glitter Gold
cool,oval,long,minimal,wedding,Marble
cool,coffin,long,bold,party,Glitter Gold
neutral,almond,short,minimal,work,Minimal Nude
neutral,almond,long,classic,daily,French Classic
neutral,stiletto,medium,minimal,party,Terracotta Swirl
cool,coffin,short,bold,work,French Classic
cool,almond,long,classic,party,Korean Pink
neutral,almond,long,bold,wedding,Terracotta Swirl
neutral,square,long,classic,party,Terracotta Swirl
neutral,stiletto,medium,minimal,date,Minimal Nude
warm,stiletto,long,classic,work,French Classic
warm,round,long,minimal,date,Minimal Nude
cool,round,medium,classic,work,French Classic
cool,square,medium,bold,party,Marble
cool,square,medium,classic,date,Korean Pink
cool,square,medium,classic,wedding,Korean Pink
cool,squoval,medium,classic,daily,Korean Pink
neutral,squoval,medium,bold,party,Terracotta Swirl
warm,square,long,minimal,wedding,Terracotta Swirl
cool,square,medium,minimal,work,Minimal Nude
cool,stiletto,medium,classic,daily,French Classic
neutral,almond,medium,classic,daily,French Classic
warm,oval,long,classic,date,Korean Pink
warm,almond,short,classic,party,French Classic
neutral,round,medium,minimal,work,Minimal Nude
warm,almond,medium,classic,work,French Classic
neutral,coffin,medium,minimal,work,Korean Pink
cool,coffin,short,bold,date,Cat Eye
warm,round,long,classic,daily,French Classic
neutral,almond,short,bold,party,Terracotta Swirl
neutral,squoval,long,classic,date,Korean Pink
warm,stiletto,medium,classic,work,French Classic
warm,oval,medium,classic,date,French Classic
warm,square,medium,minimal,party,Minimal Nude
cool,stiletto,long,classic,wedding,Korean Pink
warm,almond,medium,classic,work,French Classic
neutral,round,medium,bold,date,Marble
cool,round,short,bold,date,Cat Eye
warm,coffin,short,minimal,daily,Minimal Nude
neutral,almond,short,classic,date,French Classic
warm,squoval,short,classic,work,French Classic
neutral,coffin,medium,bold,party,Terracotta Swirl
neutral,squoval,medium,classic,date,Korean Pink
warm,coffin,medium,minimal,date,Minimal Nude
neutral,square,long,bold,work,Cat Eye
neutral,almond,long,minimal,date,Minimal Nude
neutral,almond,medium,bold,date,Cat Eye
cool,round,long,classic,work,Korean Pink
warm,oval,medium,minimal,wedding,Minimal Nude
cool,coffin,long,classic,work,Korean Pink
cool,square,long,minimal,daily,Minimal Nude
cool,oval,long,minimal,party,Marble
neutral,oval,long,bold,daily,Terracotta Swirl
neutral,stiletto,short,classic,date,French Classic
cool,stiletto,short,classic,wedding,Korean Pink
neutral,square,medium,bold,date,Cat Eye
warm,squoval,short,minimal,work,Minimal Nude
warm,oval,long,classic,daily,French Classic
neutral,almond,short,minimal,work,Minimal Nude
neutral,stiletto,long,minimal,daily,Minimal Nude
cool,square,medium,bold,date,Cat Eye
cool,round,long,bold,wedding,Marble
cool,almond,medium,bold,wedding,Cat Eye
cool,squoval,medium,classic,work,Korean Pink
warm,stiletto,long,bold,date,Glitter Gold
cool,coffin,short,classic,date,Berry Jelly
warm,square,medium,bold,daily,Cat Eye
cool,square,long,bold,party,Marble
neutral,oval,long,classic,date,Korean Pink
cool,oval,long,minimal,work,Minimal Nude
neutral,squoval,medium,minimal,work,Minimal Nude
cool,coffin,short,minimal,daily,Minimal Nude
neutral,almond,short,bold,wedding,Terracotta Swirl
neutral,stiletto,long,minimal,work,Minimal Nude
neutral,stiletto,long,bold,party,Terracotta Swirl
warm,almond,short,minimal,party,Glitter Gold
cool,coffin,long,minimal,daily,French Classic
warm,oval,medium,minimal,date,Minimal Nude
cool,almond,long,minimal,work,Minimal Nude
neutral,almond,long,classic,wedding,Korean Pink
cool,round,short,bold,wedding,Cat Eye
cool,squoval,long,bold,party,Marble
neutral,stiletto,short,minimal,wedding,Minimal Nude
cool,round,medium,classic,work,Korean Pink
warm,stiletto,long,minimal,daily,Minimal Nude
cool,coffin,short,bold,wedding,Marble
warm,square,short,bold,daily,Minimal Nude
neutral,almond,long,bold,work,Cat Eye
neutral,stiletto,medium,classic,daily,French Classic
neutral,almond,short,minimal,daily,Minimal Nude
cool,squoval,short,bold,daily,French Classic
warm,coffin,medium,minimal,work,Minimal Nude
cool,round,medium,bold,party,Marble
neutral,almond,short,bold,daily,French Classic
cool,stiletto,medium,bold,party,Marble
warm,oval,long,classic,wedding,Glitter Gold
neutral,square,medium,classic,party,Korean Pink
cool,round,short,classic,party,Korean Pink
warm,round,medium,minimal,work,Minimal Nude
cool,oval,medium,bold,work,Cat Eye
cool,almond,medium,classic,party,Korean Pink
warm,almond,long,bold,work,Cat Eye
warm,round,long,classic,date,Korean Pink
warm,coffin,short,minimal,date,Minimal Nude
cool,almond,medium,bold,wedding,Marble
warm,oval,short,classic,daily,French Classic
neutral,square,short,bold,wedding,Terracotta Swirl
cool,almond,short,bold,party,Marble
warm,squoval,short,classic,wedding,French Classic
cool,coffin,medium,classic,work,Korean Pink
cool,coffin,long,bold,wedding,Marble
neutral,round,long,classic,wedding,Korean Pink
neutral,round,medium,minimal,party,Terracotta Swirl
warm,oval,short,bold,daily,Minimal Nude
neutral,round,long,classic,daily,French Classic
cool,stiletto,medium,bold,party,Marble
warm,coffin,long,classic,date,Korean Pink
cool,stiletto,medium,classic,daily,French Classic
warm,almond,long,minimal,date,Minimal Nude
neutral,coffin,short,minimal,daily,Minimal Nude
cool,stiletto,long,classic,daily,Korean Pink
neutral,almond,medium,bold,work,Cat Eye
warm,squoval,medium,classic,party,Glitter Gold
neutral,squoval,medium,classic,party,Korean Pink
warm,oval,medium,bold,party,Glitter Gold
cool,oval,short,minimal,work,Minimal Nude
neutral,oval,medium,bold,date,Cat Eye
warm,oval,long,classic,party,Glitter Gold
cool,squoval,medium,bold,daily,French Classic
neutral,round,medium,minimal,wedding,Minimal Nude
cool,round,medium,classic,daily,French Classic
warm,oval,medium,minimal,party,Minimal Nude
cool,square,medium,classic,work,Korean Pink
cool,stiletto,short,minimal,date,Minimal Nude
cool,stiletto,short,classic,work,Berry Jelly
cool,coffin,long,classic,date,Korean Pink
cool,almond,short,bold,work,French Classic
cool,squoval,medium,minimal,wedding,Korean Pink
warm,oval,long,classic,daily,French Classic
neutral,stiletto,medium,classic,daily,French Classic
warm,stiletto,medium,classic,wedding,Korean Pink
cool,squoval,short,minimal,date,Minimal Nude
warm,almond,short,classic,party,French Classic
warm,round,medium,classic,wedding,Korean Pink
neutral,coffin,short,classic,party,French Classic
warm,oval,medium,minimal,daily,Minimal Nude
neutral,squoval,long,bold,party,Terracotta Swirl
cool,oval,short,minimal,daily,Minimal Nude
neutral,square,medium,minimal,party,Terracotta Swirl
cool,squoval,short,bold,work,Korean Pink
cool,almond,short,minimal,daily,Minimal Nude
neutral,squoval,short,minimal,wedding,Minimal Nude
warm,square,short,minimal,wedding,Minimal Nude
cool,almond,medium,minimal,daily,Minimal Nude
warm,squoval,long,minimal,date,Minimal Nude
warm,almond,long,classic,date,Korean Pink
cool,oval,medium,classic,daily,French Classic
neutral,coffin,short,minimal,party,Minimal Nude
neutral,oval,short,bold,daily,French Classic
cool,oval,long,bold,work,Cat Eye
warm,oval,short,minimal,work,Minimal Nude
cool,stiletto,medium,bold,wedding,Marble
warm,coffin,medium,minimal,work,Minimal Nude
warm,round,medium,minimal,daily,Minimal Nude
cool,round,short,classic,daily,French Classic
neutral,almond,long,minimal,daily,French Classic
cool,oval,short,bold,date,Cat Eye
warm,stiletto,short,classic,daily,Minimal Nude
warm,stiletto,long,minimal,work,Minimal Nude
warm,square,medium,minimal,daily,Cat Eye
neutral,almond,short,minimal,daily,Minimal Nude
cool,almond,medium,minimal,work,Minimal Nude
warm,oval,long,minimal,wedding,Glitter Gold
cool,round,short,minimal,work,Minimal Nude
cool,square,medium,bold,wedding,Marble
warm,square,short,bold,party,Glitter Gold
cool,almond,medium,classic,daily,French Classic
neutral,almond,medium,classic,work,French Classic
neutral,round,long,bold,wedding,Terracotta Swirl
cool,coffin,long,classic,work,Korean Pink
neutral,almond,long,bold,wedding,Terracotta Swirl
cool,stiletto,short,classic,party,Korean Pink
warm,square,long,minimal,party,Glitter Gold
cool,square,medium,bold,daily,Cat Eye
cool,oval,medium,minimal,date,Berry Jelly
cool,square,short,classic,party,Korean Pink
cool,oval,short,classic,date,Korean Pink
warm,square,medium,classic,party,Glitter Gold
cool,coffin,short,classic,work,French Classic
neutral,coffin,long,classic,work,French Classic
neutral,almond,medium,bold,work,Cat Eye
warm,coffin,medium,classic,date,French Classic
warm,square,medium,minimal,work,Minimal Nude
neutral,coffin,medium,minimal,date,Minimal Nude
cool,square,short,bold,wedding,Marble
cool,almond,long,classic,work,Korean Pink
warm,squoval,short,classic,date,French Classic
neutral,squoval,long,bold,work,Cat Eye
neutral,stiletto,long,minimal,party,Terracotta Swirl
neutral,almond,short,minimal,party,Minimal Nude
neutral,coffin,short,bold,party,Terracotta Swirl
warm,squoval,short,classic,work,French Classic
cool,coffin,short,minimal,daily,Minimal Nude
neutral,squoval,medium,bold,daily,Cat Eye
warm,squoval,long,classic,date,Korean Pink
warm,round,medium,classic,work,French Classic
cool,stiletto,medium,classic,work,Korean Pink
cool,stiletto,short,bold,date,Cat Eye
neutral,oval,medium,bold,wedding,Terracotta Swirl
cool,oval,short,bold,daily,French Classic
neutral,almond,long,bold,wedding,Marble
neutral,square,long,bold,daily,Terracotta Swirl
warm,oval,long,classic,party,Glitter Gold
neutral,squoval,short,bold,party,Terracotta Swirl
neutral,round,medium,bold,date,Cat Eye
cool,oval,long,minimal,daily,Minimal Nude
cool,round,short,classic,date,French Classic
neutral,oval,long,bold,wedding,Terracotta Swirl
warm,stiletto,short,minimal,work,Minimal Nude
cool,oval,medium,bold,party,Marble
neutral,stiletto,short,bold,wedding,Terracotta Swirl
warm,square,short,bold,date,Cat Eye
cool,round,long,minimal,daily,Minimal Nude
cool,almond,short,minimal,daily,Minimal Nude
neutral,round,short,classic,daily,French Classic
neutral,coffin,long,bold,daily,Terracotta Swirl
warm,stiletto,medium,bold,work,Cat Eye
warm,oval,long,bold,party,Glitter Gold
warm,squoval,long,minimal,daily,Minimal Nude
neutral,round,short,classic,work,French Classic
warm,square,long,bold,wedding,Glitter Gold
cool,oval,short,minimal,wedding,Korean Pink
cool,round,long,classic,date,Korean Pink
warm,squoval,long,minimal,work,Minimal Nude
cool,round,short,classic,party,French Classic
warm,stiletto,medium,minimal,work,Minimal Nude
neutral,round,long,bold,wedding,Terracotta Swirl
warm,oval,medium,classic,daily,French Classic
neutral,almond,long,minimal,wedding,Terracotta Swirl
neutral,squoval,long,classic,wedding,Korean Pink
cool,coffin,short,bold,work,French Classic
cool,stiletto,long,classic,party,Korean Pink
cool,oval,long,minimal,work,Minimal Nude
warm,round,long,classic,wedding,Glitter Gold
warm,coffin,medium,minimal,date,Minimal Nude
warm,oval,long,minimal,daily,Minimal Nude
warm,round,long,minimal,daily,Minimal Nude
warm,square,short,classic,date,French Classic
neutral,oval,medium,minimal,party,Terracotta Swirl
cool,square,short,classic,work,French Classic
cool,coffin,medium,minimal,daily,Minimal Nude
cool,square,medium,bold,daily,Cat Eye
cool,almond,long,bold,date,Marble
neutral,square,medium,classic,date,Korean Pink
neutral,almond,short,minimal,daily,Minimal Nude
neutral,coffin,long,bold,wedding,Terracotta Swirl
cool,coffin,medium,minimal,wedding,Korean Pink
neutral,square,short,minimal,party,Minimal Nude
warm,squoval,short,classic,party,French Classic
neutral,square,medium,classic,daily,French Classic
warm,squoval,short,bold,daily,Cat Eye
cool,round,short,minimal,party,Korean Pink
cool,stiletto,short,classic,daily,French Classic
neutral,squoval,short,minimal,daily,Minimal Nude
cool,squoval,long,bold,daily,Cat Eye
warm,squoval,short,bold,work,Cat Eye
warm,oval,long,bold,daily,Glitter Gold
neutral,oval,short,minimal,work,Minimal Nude
warm,oval,long,minimal,wedding,Terracotta Swirl
cool,square,short,bold,work,French Classic
neutral,almond,long,classic,daily,French Classic
warm,coffin,long,classic,party,Glitter Gold
warm,oval,medium,minimal,daily,Minimal Nude
cool,coffin,short,classic,work,French Classic
cool,oval,short,bold,date,Cat Eye
warm,stiletto,medium,classic,daily,French Classic
neutral,square,medium,bold,daily,Cat Eye
cool,almond,short,minimal,work,Minimal Nude
warm,stiletto,short,minimal,wedding,Minimal Nude
cool,stiletto,long,classic,work,Korean Pink
neutral,square,short,bold,daily,French Classic
cool,square,medium,bold,party,Marble
cool,coffin,long,minimal,date,Korean Pink
neutral,almond,long,bold,date,Terracotta Swirl
cool,oval,medium,classic,date,Korean Pink
warm,coffin,short,classic,date,French Classic
warm,coffin,short,minimal,work,Minimal Nude
neutral,coffin,long,classic,wedding,Korean Pink
warm,stiletto,long,classic,date,Korean Pink
cool,stiletto,medium,bold,wedding,Marble
cool,stiletto,medium,bold,date,Cat Eye
warm,almond,medium,minimal,date,Minimal Nude
warm,stiletto,medium,bold,party,Glitter Gold
warm,coffin,medium,classic,work,French Classic
neutral,squoval,short,classic,daily,French Classic
cool,square,medium,classic,work,Korean Pink
cool,square,medium,minimal,daily,Minimal Nude
warm,squoval,medium,minimal,work,Minimal Nude
neutral,round,medium,bold,date,Terracotta Swirl
warm,coffin,short,bold,wedding,Glitter Gold
neutral,squoval,long,bold,work,Cat Eye
cool,square,medium,classic,party,Korean Pink
cool,stiletto,short,classic,daily,French Classic
neutral,oval,short,bold,work,French Classic
warm,oval,medium,bold,daily,Cat Eye
cool,round,medium,bold,work,Cat Eye
neutral,square,medium,minimal,party,Terracotta Swirl
cool,almond,medium,classic,party,Korean Pink
neutral,round,medium,minimal,party,Terracotta Swirl
cool,round,short,classic,work,French Classic
warm,oval,short,minimal,work,Minimal Nude
cool,coffin,long,classic,wedding,Korean Pink
warm,stiletto,short,classic,date,French Classic
warm,almond,medium,minimal,daily,Minimal Nude
warm,almond,medium,classic,work,French Classic
neutral,almond,long,minimal,party,Terracotta Swirl
cool,square,short,bold,work,French Classic
warm,square,short,classic,party,French Classic
warm,round,medium,bold,work,Cat Eye
cool,squoval,long,minimal,party,Marble
warm,squoval,short,minimal,wedding,Minimal Nude
warm,round,short,bold,work,Minimal Nude
cool,almond,medium,minimal,work,Minimal Nude
cool,round,long,bold,daily,Cat Eye
warm,coffin,short,minimal,wedding,Minimal Nude
cool,almond,medium,minimal,date,Korean Pink
neutral,round,short,bold,date,Cat Eye
cool,round,medium,minimal,work,Minimal Nude
cool,coffin,long,bold,wedding,Marble
warm,almond,long,classic,wedding,Glitter Gold
cool,round,long,classic,date,Korean Pink
warm,oval,short,classic,wedding,French Classic
warm,oval,long,minimal,daily,Minimal Nude
neutral,coffin,medium,classic,date,Korean Pink
cool,square,medium,classic,party,Korean Pink
warm,squoval,short,bold,daily,Minimal Nude
cool,oval,long,bold,daily,Cat Eye
neutral,squoval,medium,classic,party,Korean Pink
cool,round,medium,minimal,party,Korean Pink
cool,round,short,minimal,date,Minimal Nude
warm,stiletto,long,bold,wedding,Glitter Gold
warm,squoval,long,minimal,date,Minimal Nude
warm,round,long,minimal,party,Glitter Gold
neutral,coffin,medium,minimal,party,Terracotta Swirl
cool,coffin,medium,minimal,wedding,Korean Pink
warm,oval,long,classic,daily,French Classic
neutral,oval,short,minimal,party,Minimal Nude
neutral,coffin,medium,bold,date,Cat Eye
warm,squoval,short,minimal,wedding,Minimal Nude
neutral,square,short,minimal,daily,Korean Pink
warm,squoval,medium,minimal,date,Minimal Nude
neutral,coffin,short,minimal,daily,Minimal Nude
cool,squoval,medium,bold,date,Cat Eye
cool,almond,short,minimal,party,Korean Pink
neutral,coffin,medium,minimal,party,Terracotta Swirl
warm,stiletto,long,classic,party,Glitter Gold
warm,square,short,bold,work,Minimal Nude
cool,coffin,short,classic,wedding,Korean Pink
cool,squoval,medium,minimal,party,Korean Pink
warm,stiletto,medium,minimal,work,Minimal Nude
cool,square,medium,minimal,work,Minimal Nude
cool,coffin,medium,classic,party,Korean Pink
cool,square,long,classic,date,Korean Pink
cool,oval,short,classic,date,Korean Pink
cool,stiletto,short,minimal,wedding,Korean Pink
warm,square,short,classic,date,French Classic
neutral,squoval,medium,classic,date,Korean Pink
warm,oval,long,minimal,party,Glitter Gold
cool,squoval,long,classic,work,Korean Pink
warm,coffin,medium,bold,daily,Cat Eye
neutral,stiletto,short,classic,wedding,French Classic
warm,oval,long,minimal,wedding,Glitter Gold
neutral,square,short,minimal,work,Minimal Nude
cool,squoval,medium,bold,daily,Cat Eye
cool,squoval,long,bold,party,Marble
warm,square,short,bold,wedding,Glitter Gold
warm,squoval,short,minimal,work,Minimal Nude
neutral,oval,short,classic,party,French Classic
warm,stiletto,short,minimal,party,Minimal Nude
warm,coffin,short,bold,wedding,Glitter Gold
neutral,squoval,medium,classic,party,Korean Pink
cool,coffin,short,bold,work,French Classic
neutral,squoval,short,minimal,daily,Minimal Nude
warm,round,short,bold,date,Cat Eye
cool,oval,medium,classic,date,Korean Pink
warm,squoval,medium,bold,date,Cat Eye
neutral,oval,long,bold,date,Terracotta Swirl
neutral,coffin,long,minimal,work,Minimal Nude
cool,coffin,long,classic,date,Korean Pink
cool,almond,short,minimal,date,Minimal Nude
cool,square,long,bold,daily,Cat Eye
warm,oval,medium,bold,wedding,Glitter Gold
warm,almond,short,classic,daily,French Classic
warm,round,short,classic,wedding,French Classic
cool,square,long,bold,daily,Cat Eye
warm,oval,long,bold,date,Glitter Gold
neutral,coffin,short,classic,wedding,French Classic
warm,square,short,classic,work,Minimal Nude
cool,almond,medium,minimal,work,Minimal Nude
warm,almond,long,bold,daily,Glitter Gold
neutral,oval,medium,classic,party,Korean Pink
neutral,round,short,minimal,date,Minimal Nude
warm,squoval,long,classic,party,Glitter Gold
warm,squoval,medium,bold,wedding,Cat Eye
warm,oval,medium,bold,daily,Cat Eye
neutral,almond,long,bold,work,Cat Eye
warm,squoval,short,minimal,wedding,Minimal Nude
cool,squoval,long,classic,daily,Berry Jelly
cool,stiletto,medium,classic,wedding,Korean Pink
neutral,almond,short,bold,work,French Classic
warm,squoval,short,bold,wedding,Glitter Gold
cool,almond,short,classic,work,French Classic
neutral,almond,short,bold,wedding,Terracotta Swirl
cool,coffin,short,bold,wedding,Marble
warm,oval,long,bold,date,Glitter Gold
neutral,oval,medium,minimal,party,Terracotta Swirl
warm,round,medium,bold,party,Glitter Gold
warm,round,long,classic,date,Korean Pink
cool,squoval,long,classic,date,Korean Pink
warm,stiletto,short,minimal,work,Minimal Nude
cool,oval,short,classic,work,French Classic
cool,squoval,long,bold,work,Cat Eye
warm,coffin,medium,bold,daily,Cat Eye
warm,stiletto,long,classic,wedding,Glitter Gold
warm,round,long,classic,work,French Classic
warm,almond,long,classic,work,French Classic
warm,coffin,medium,minimal,date,Minimal Nude
warm,squoval,medium,classic,party,Glitter Gold
warm,round,long,classic,work,French Classic
neutral,coffin,medium,bold,date,Cat Eye
warm,round,long,minimal,daily,Minimal Nude
warm,oval,short,minimal,work,Minimal Nude
cool,oval,short,classic,wedding,Korean Pink
neutral,round,medium,bold,party,Terracotta Swirl
neutral,coffin,medium,classic,daily,French Classic
neutral,squoval,short,bold,date,Cat Eye
cool,round,medium,classic,date,Korean Pink
cool,squoval,medium,classic,wedding,French Classic
neutral,coffin,medium,bold,work,Cat Eye
cool,round,short,bold,wedding,Marble
cool,oval,long,classic,wedding,Korean Pink
cool,almond,short,bold,work,French Classic
warm,almond,short,classic,work,French Classic
neutral,round,medium,minimal,wedding,Minimal Nude
cool,coffin,short,classic,daily,French Classic
cool,squoval,long,bold,daily,Marble
warm,coffin,long,minimal,daily,Glitter Gold
warm,squoval,short,minimal,date,French Classic
cool,almond,long,bold,work,Cat Eye
cool,square,long,classic,date,Korean Pink
warm,oval,medium,classic,date,French Classic
warm,square,medium,minimal,date,Minimal Nude
cool,almond,medium,classic,date,Berry Jelly
cool,oval,long,bold,party,Marble
cool,stiletto,medium,bold,work,Cat Eye
warm,oval,short,classic,work,French Classic
cool,squoval,medium,minimal,date,Korean Pink
cool,almond,medium,classic,date,Korean Pink
neutral,squoval,long,minimal,wedding,Terracotta Swirl
neutral,coffin,long,bold,work,Terracotta Swirl
neutral,round,short,classic,party,French Classic
cool,round,long,minimal,date,Korean Pink
cool,oval,short,classic,daily,French Classic
neutral,oval,long,minimal,work,Minimal Nude
cool,squoval,long,minimal,party,Marble
warm,stiletto,short,minimal,daily,Minimal Nude
neutral,round,long,bold,date,Terracotta Swirl
neutral,squoval,long,minimal,daily,Minimal Nude
cool,stiletto,long,minimal,work,Minimal Nude
warm,square,long,classic,daily,French Classic
neutral,stiletto,short,bold,daily,French Classic
warm,round,medium,bold,work,Cat Eye
cool,squoval,short,minimal,party,Korean Pink
neutral,coffin,short,bold,daily,French Classic
warm,coffin,long,classic,date,Glitter Gold
cool,stiletto,medium,bold,wedding,Marble
warm,stiletto,medium,bold,work,Cat Eye
warm,square,long,bold,work,Cat Eye
neutral,oval,short,bold,party,Terracotta Swirl
warm,almond,medium,bold,date,Cat Eye
warm,round,long,bold,daily,Glitter Gold
warm,coffin,medium,bold,work,Cat Eye
cool,coffin,medium,bold,daily,Cat Eye
warm,squoval,medium,classic,party,Glitter Gold
warm,almond,medium,classic,party,Glitter Gold
warm,coffin,long,bold,work,Cat Eye
warm,squoval,long,bold,wedding,Marble
neutral,squoval,long,minimal,party,Terracotta Swirl
warm,almond,short,minimal,party,Minimal Nude
cool,almond,long,bold,daily,Cat Eye
neutral,oval,medium,bold,party,Marble
cool,oval,short,bold,date,Cat Eye
neutral,almond,long,minimal,party,Terracotta Swirl
neutral,oval,medium,bold,date,Cat Eye
cool,square,long,classic,party,Korean Pink
cool,square,long,classic,party,Korean Pink
neutral,stiletto,short,bold,wedding,Terracotta Swirl
neutral,round,medium,minimal,daily,Minimal Nude
cool,round,medium,minimal,party,Korean Pink
neutral,almond,short,bold,daily,French Classic
warm,almond,medium,classic,wedding,Korean Pink
neutral,almond,medium,minimal,daily,Minimal Nude
cool,almond,medium,minimal,daily,Minimal Nude
cool,stiletto,short,minimal,date,Minimal Nude
cool,almond,long,bold,work,Cat Eye
cool,almond,medium,classic,party,Korean Pink
neutral,oval,long,minimal,work,Minimal Nude
warm,round,short,bold,work,Minimal Nude
warm,round,long,bold,party,Glitter Gold
warm,squoval,medium,minimal,date,Minimal Nude
warm,squoval,long,bold,date,Glitter Gold
warm,oval,short,minimal,party,Minimal Nude
warm,coffin,long,minimal,party,Glitter Gold
warm,round,medium,bold,work,Cat Eye
cool,stiletto,short,classic,party,Korean Pink
neutral,stiletto,long,classic,wedding,Korean Pink
neutral,coffin,medium,minimal,wedding,Minimal Nude
neutral,round,long,classic,wedding,Korean Pink
neutral,almond,medium,classic,party,Korean Pink
neutral,squoval,long,classic,work,French Classic
cool,square,medium,minimal,wedding,Korean Pink
warm,square,medium,bold,party,Glitter Gold
neutral,coffin,medium,classic,date,Korean Pink
neutral,stiletto,medium,bold,work,Cat Eye
neutral,coffin,short,bold,wedding,Terracotta Swirl
cool,coffin,short,classic,party,Korean Pink
cool,stiletto,medium,bold,wedding,Marble
warm,stiletto,long,classic,party,Glitter Gold
cool,round,long,bold,wedding,Marble
neutral,squoval,long,bold,work,Cat Eye
neutral,square,medium,minimal,party,Terracotta Swirl
neutral,square,long,minimal,wedding,Glitter Gold
cool,square,short,classic,daily,French Classic
neutral,square,medium,classic,work,French Classic
warm,round,medium,minimal,wedding,Minimal Nude
neutral,stiletto,short,bold,daily,French Classic
cool,oval,long,classic,work,Korean Pink
neutral,square,medium,bold,wedding,Terracotta Swirl
neutral,round,short,bold,daily,French Classic
cool,almond,medium,minimal,wedding,Korean Pink
neutral,coffin,long,minimal,wedding,Terracotta Swirl
warm,coffin,short,bold,daily,Minimal Nude
cool,oval,short,minimal,party,Korean Pink
neutral,coffin,long,bold,work,Cat Eye
cool,almond,medium,minimal,daily,Minimal Nude
neutral,round,short,minimal,work,Minimal Nude
neutral,round,medium,minimal,party,Terracotta Swirl
cool,stiletto,medium,minimal,date,Korean Pink
neutral,squoval,short,bold,wedding,Terracotta Swirl
warm,almond,medium,classic,work,French Classic
neutral,coffin,long,classic,wedding,Korean Pink
warm,square,long,classic,daily,French Classic
neutral,round,long,minimal,wedding,Marble
neutral,square,medium,classic,wedding,Korean Pink
warm,coffin,medium,bold,daily,Cat Eye
cool,oval,medium,minimal,date,Korean Pink
cool,squoval,short,minimal,party,Korean Pink
warm,stiletto,short,minimal,wedding,Minimal Nude
cool,squoval,long,bold,work,Cat Eye
cool,round,short,classic,daily,French Classic
neutral,round,long,bold,party,Terracotta Swirl
warm,almond,long,minimal,party,Glitter Gold
warm,almond,medium,minimal,daily,Minimal Nude
warm,almond,long,classic,daily,French Classic
cool,round,medium,classic,daily,French Classic
neutral,almond,long,bold,work,Cat Eye
warm,coffin,long,bold,party,Glitter Gold
neutral,stiletto,short,minimal,work,Minimal Nude
warm,stiletto,long,bold,date,Glitter Gold
cool,almond,medium,minimal,wedding,Korean Pink
warm,oval,medium,bold,work,Cat Eye
cool,round,long,minimal,date,Korean Pink
neutral,oval,short,minimal,wedding,Minimal Nude
cool,stiletto,medium,classic,party,Korean Pink
neutral,almond,short,minimal,wedding,Minimal Nude
warm,coffin,medium,bold,wedding,Glitter Gold
warm,almond,long,minimal,wedding,Glitter Gold
neutral,square,short,minimal,daily,Minimal Nude
warm,coffin,long,classic,party,Glitter Gold
neutral,round,medium,minimal,party,Terracotta Swirl
neutral,round,long,classic,date,Korean Pink
cool,stiletto,short,classic,work,French Classic
neutral,round,medium,minimal,date,Minimal Nude
neutral,almond,medium,minimal,date,Minimal Nude
warm,almond,long,minimal,party,Glitter Gold
warm,stiletto,medium,classic,work,French Classic
cool,stiletto,medium,minimal,daily,Minimal Nude
neutral,almond,long,classic,party,Marble
cool,square,long,bold,date,Marble
warm,square,short,minimal,wedding,Minimal Nude
warm,round,short,minimal,work,Minimal Nude
cool,coffin,long,minimal,date,Korean Pink
neutral,round,short,bold,wedding,Terracotta Swirl
warm,oval,long,classic,date,Korean Pink
cool,round,short,bold,daily,French Classic
neutral,stiletto,long,minimal,wedding,Terracotta Swirl
neutral,squoval,long,classic,wedding,Korean Pink
neutral,coffin,long,minimal,work,Minimal Nude
neutral,almond,short,minimal,daily,Minimal Nude
neutral,coffin,short,classic,work,Minimal Nude
warm,oval,short,classic,party,Glitter Gold
cool,oval,short,minimal,daily,Minimal Nude
neutral,almond,short,classic,work,French Classic
